n_total,n_valid,n_nonzero,mean_clean,mean_transformed,mean_diff,median_diff,w_stat,raw_p,r_rb,ci_lower,ci_upper,test_status,model,seed,transformation,metric,test_family,inference_unit,rho,adjusted_p
,12,,,,,,,0.5717012385276553,,,,tested,resnet50,123,darkening_sev1,SO_vs_zero,family_4a_loc_faith,source_video,0.18181818181818185,0.9827917689028476
,12,,,,,,,0.9484022252365222,,,,tested,resnet50,123,darkening_sev1,SO_vs_mean,family_4a_loc_faith,source_video,-0.02097902097902098,0.9827917689028476
,12,,,,,,,0.729194990751066,,,,tested,resnet50,123,darkening_sev1,IoU_vs_blur,family_4a_loc_faith,source_video,-0.11188811188811189,0.9827917689028476
,12,,,,,,,0.4844516614553987,,,,tested,resnet50,123,darkening_sev1,IoU_vs_zero,family_4a_loc_faith,source_video,0.22377622377622378,0.9827917689028476
,12,,,,,,,0.9827917689028476,,,,tested,resnet50,123,darkening_sev1,IoU_vs_mean,family_4a_loc_faith,source_video,0.006993006993006993,0.9827917689028476
,12,,,,,,,0.6330906812462617,,,,tested,resnet50,123,darkening_sev1,SM_vs_blur,family_4a_loc_faith,source_video,-0.15384615384615385,0.9827917689028476
,12,,,,,,,0.45680085263992326,,,,tested,resnet50,123,darkening_sev1,SM_vs_zero,family_4a_loc_faith,source_video,0.2377622377622378,0.9827917689028476
,12,,,,,,,0.8969858708195542,,,,tested,resnet50,123,darkening_sev1,SM_vs_mean,family_4a_loc_faith,source_video,0.04195804195804196,0.9827917689028476
,12,,,,,,,1.1702227928659685e-05,,,,tested,resnet50,123,darkening_sev1,Dprob_vs_DSO,family_4b_det_exp_deg,source_video,0.9300699300699302,7.02133675719581e-05
,12,,,,,,,8.366586429091718e-05,,,,tested,resnet50,123,darkening_sev1,Dprob_vs_DIoU,family_4b_det_exp_deg,source_video,0.8951048951048951,0.0002509975928727515
,0,,,,,,,,,,,not_tested_small_n,resnet50,123,darkening_sev1,Dprob_vs_Dstability,family_4b_det_exp_deg,source_video,,
12.0,12,12.0,0.25842921463769697,0.20840452005062962,0.050024694587067355,0.028572843007275445,5.0,0.0048828125,0.8717948717948718,0.019564196427276467,0.0905796668372708,tested,resnet50,123,darkening_sev2,SO,family_1_localization,source_video,,0.01171875
12.0,12,12.0,0.15568354182609964,0.12377167069072868,0.031911871135370924,0.01873411325941278,5.0,0.0048828125,0.8717948717948718,0.012510758920397479,0.057825559057907566,tested,resnet50,123,darkening_sev2,IoU,family_1_localization,source_video,,0.01171875
12.0,12,12.0,0.25823693564992867,0.211184444103052,0.047052491546876685,0.018882515241421052,6.0,0.0068359375,0.8461538461538461,0.016264632504991192,0.0872833421073365,tested,resnet50,123,darkening_sev2,saliency_mass,family_1_localization,source_video,,0.014266304347826086
12.0,12,12.0,0.3322296666895133,0.2721535377125838,0.06007612897692947,0.03755536470486559,12.0,0.0341796875,0.6923076923076923,0.019367239427337368,0.10660179575685357,tested,resnet50,123,darkening_sev2,hit_rate,family_1_localization,source_video,,0.065625
