n_total,n_valid,n_nonzero,mean_clean,mean_transformed,mean_diff,median_diff,w_stat,raw_p,r_rb,ci_lower,ci_upper,test_status,model,seed,transformation,metric,test_family,rho,adjusted_p
48.0,48,48.0,0.6445422700201063,0.28184422737473813,0.36269804264536826,0.4317387310335479,26.0,8.117585867568758e-09,0.95578231292517,0.29041701642199275,0.4269904355690199,tested,resnet50,123,jpeg_sev2,faithfulness_zero,family_2_faithfulness,,4.1747584461782184e-08
48.0,48,48.0,0.5169412794817214,0.21481837026940045,0.302122909212321,0.3727017862426554,8.0,2.6703978623132033e-09,0.9863945578231292,0.24198480632003325,0.35971773453958955,tested,resnet50,123,jpeg_sev2,faithfulness_mean,family_2_faithfulness,,1.9226864608655066e-08
48.0,48,48.0,0.25842921463769697,0.06266942041814233,0.19575979421955467,0.1756490762236915,5.0,2.234094095045089e-09,0.9914965986394558,0.1652053842726352,0.2272512055199124,tested,resnet50,123,jpeg_sev3,SO,family_1_localization,,3.5745505520721424e-08
48.0,48,48.0,0.15568354182609964,0.033107322665860715,0.12257621916023892,0.11744386217446862,5.0,2.234094095045089e-09,0.9914965986394558,0.10395503248193286,0.1414247347746614,tested,resnet50,123,jpeg_sev3,IoU,family_1_localization,,3.5745505520721424e-08
48.0,48,48.0,0.2582369356499287,0.06383340500828714,0.19440353064164154,0.1804634622190403,5.0,2.234094095045089e-09,0.9914965986394558,0.16257636786271631,0.22615876822635195,tested,resnet50,123,jpeg_sev3,saliency_mass,family_1_localization,,3.5745505520721424e-08
48.0,48,44.0,0.3322296666895133,0.0630458609530834,0.2691838057364299,0.25433989385227773,8.0,1.3175679848337666e-08,0.9838383838383838,0.2166102326245511,0.323607168491855,tested,resnet50,123,jpeg_sev3,hit_rate,family_1_localization,,1.3621225629429885e-07
48.0,48,48.0,0.04523507636731117,-0.08754300942206039,0.13277808578937159,0.07001970005722043,226.0,0.00020397521332643335,0.6156462585034014,0.08193195326731237,0.18319825574568563,tested,resnet50,123,jpeg_sev3,faithfulness_blur,family_2_faithfulness,,0.00030596281998965003
48.0,48,48.0,0.6445422700201063,0.0489463406147215,0.5955959294053849,0.6258741579307108,0.0,1.6118998700367804e-09,1.0,0.534062274232464,0.652456340951664,tested,resnet50,123,jpeg_sev3,faithfulness_zero,family_2_faithfulness,,1.5457579040334303e-08
48.0,48,48.0,0.5169412794817214,0.020206911897127578,0.4967343675845939,0.4914475936335193,0.0,1.6118998700367804e-09,1.0,0.444747353448439,0.5485651516256695,tested,resnet50,123,jpeg_sev3,faithfulness_mean,family_2_faithfulness,,1.5457579040334303e-08
48.0,48,48.0,0.25842921463769697,0.2685619497747967,-0.01013273513709971,-0.003577289045932297,57.0,5.138783398926972e-08,-0.9030612244897959,-0.015663761830382924,-0.005552661962799046,tested,resnet50,123,resize_sev1,SO,family_1_localization,,1.8973969472961126e-07
48.0,48,48.0,0.15568354182609964,0.16348377085662838,-0.007800229030528734,-0.0028116657007145156,62.0,6.846420615568078e-08,-0.8945578231292517,-0.01197359797083985,-0.004275731644543423,tested,resnet50,123,resize_sev1,IoU,family_1_localization,,2.3473442110519126e-07
48.0,48,48.0,0.2582369356499287,0.2658101476166241,-0.007573211966695404,-0.0014841060567653455,148.0,6.389957074777756e-06,-0.7482993197278912,-0.013442987950196326,-0.003021565923702193,tested,resnet50,123,resize_sev1,saliency_mass,family_1_localization,,1.3941724526787831e-05
48.0,48,24.0,0.3322296666895133,0.3428729690796288,-0.010643302390115406,0.0,52.5,0.005310599719148874,-0.65,-0.020010028116314423,-0.0035080222329088515,tested,resnet50,123,resize_sev1,hit_rate,family_1_localization,,0.008496959550638198
48.0,48,48.0,0.04523507636731117,0.04051973867402952,0.0047153376932816465,-0.0010356691819202969,545.0,0.6590894294722867,-0.07312925170068027,-0.0026117574173309902,0.012303622747167248,tested,resnet50,123,resize_sev1,faithfulness_blur,family_2_faithfulness,,0.697859395911833
48.0,48,48.0,0.6445422700201063,0.630946506569922,0.013595763450184395,0.036662851610265335,321.0,0.006155851430979584,0.45408163265306123,-0.008905188970968638,0.034578400846563745,tested,resnet50,123,resize_sev1,faithfulness_zero,family_2_faithfulness,,0.008467596940682606
48.0,48,48.0,0.5169412794817214,0.49003375961162843,0.026907519870093013,0.030920164986840804,186.0,3.7164919422287374e-05,0.6836734693877551,0.008357367018505433,0.043495347283683844,tested,resnet50,123,resize_sev1,faithfulness_mean,family_2_faithfulness,,7.041774206328135e-05
48.0,48,48.0,0.25842921463769697,0.2702993513070789,-0.011870136669381878,-0.005878761543220229,134.0,3.2138804212598658e-06,-0.7721088435374149,-0.019042349425160365,-0.005846058996773462,tested,resnet50,123,resize_sev2,SO,family_1_localization,,7.713313011023678e-06
48.0,48,48.0,0.15568354182609964,0.165086803450435,-0.009403261624335394,-0.004887621914157508,150.0,7.037737421297513e-06,-0.7448979591836735,-0.014979652471142793,-0.0047512561697850945,tested,resnet50,123,resize_sev2,IoU,family_1_localization,,1.4687452009664375e-05
48.0,48,48.0,0.2582369356499287,0.26730368476099925,-0.009066749111070535,-0.0021007861579868253,220.0,0.00016029192791172772,-0.6258503401360545,-0.016033935020455005,-0.003550060849643247,tested,resnet50,123,resize_sev2,saliency_mass,family_1_localization,,0.00032058385582345544
48.0,48,30.0,0.3322296666895133,0.34394498199162743,-0.011715315302114088,0.0,114.0,0.014776969138118616,-0.5096774193548387,-0.022433926347167753,-0.0032230040937724354,tested,resnet50,123,resize_sev2,hit_rate,family_1_localization,,0.021493773291808897
48.0,48,48.0,0.04523507636731117,0.03727261704991042,0.007962459317400748,-0.0021094257318520753,570.0,0.853483090501271,-0.030612244897959183,-0.0021660258490635866,0.018968896649908973,tested,resnet50,123,resize_sev2,faithfulness_blur,family_2_faithfulness,,0.853483090501271
48.0,48,48.0,0.6445422700201063,0.6062507542153548,0.03829151580475146,0.06081317360135352,236.0,0.00030449707574392695,0.5986394557823129,0.00853303563990495,0.06542381651551325,tested,resnet50,123,resize_sev2,faithfulness_zero,family_2_faithfulness,,0.00043847578907125486
48.0,48,48.0,0.5169412794817214,0.4645357016228185,0.052405577858902964,0.06886816941956175,190.0,4.4382709186240416e-05,0.6768707482993197,0.030546040754838088,0.07115471631376509,tested,resnet50,123,resize_sev2,faithfulness_mean,family_2_faithfulness,,7.988887653523275e-05
48.0,48,48.0,0.25842921463769697,0.2562241706371781,0.0022050440005189006,-0.001376215140260123,567.0,0.8294586313458099,-0.03571428571428571,-0.008413666803460267,0.012477420925539351,tested,resnet50,123,resize_sev3,SO,family_1_localization,,0.8294586313458098
48.0,48,48.0,0.15568354182609964,0.155222308073113,0.00046123375298664365,-0.0012635011228364912,562.0,0.7897150199909145,-0.04421768707482993,-0.007602696923092652,0.008430185266462236,tested,resnet50,123,resize_sev3,IoU,family_1_localization,,0.8065174672247638
48.0,48,48.0,0.2582369356499287,0.2558699437904201,0.002366991859508579,-0.0013746116768289657,508.0,0.4118992301627906,-0.1360544217687075,-0.008986730900624377,0.013784647405064342,tested,resnet50,123,resize_sev3,saliency_mass,family_1_localization,,0.4493446147230443
48.0,48,36.0,0.3322296666895133,0.3304713386973323,0.0017583279921809896,0.0,299.0,0.593145618662123,-0.1021021021021021,-0.014179673031931619,0.019261173095516053,tested,resnet50,123,resize_sev3,hit_rate,family_1_localization,,0.6326886599062645
48.0,48,48.0,0.04523507636731117,-0.010122142377712659,0.05535721874502383,0.007200920531729708,322.0,0.006350697705511953,0.4523809523809524,0.02301807850872314,0.09133581382685577,tested,resnet50,123,resize_sev3,faithfulness_blur,family_2_faithfulness,,0.008467596940682606
48.0,48,48.0,0.6445422700201063,0.5147993487117688,0.1297429213083375,0.10160179941711328,154.0,8.477900337839639e-06,0.7380952380952381,0.0787843354378463,0.17850536028754443,tested,resnet50,123,resize_sev3,faithfulness_zero,family_2_faithfulness,,1.6955800675679278e-05
48.0,48,48.0,0.5169412794817214,0.38472603261109956,0.13221524687062186,0.08942356594834167,137.0,3.7070988197747684e-06,0.7670068027210885,0.08445711635622788,0.18214809691058068,tested,resnet50,123,resize_sev3,faithfulness_mean,family_2_faithfulness,,8.34097234449323e-06
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,brightening_sev1,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,brightening_sev1,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,brightening_sev2,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,brightening_sev2,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,brightening_sev3,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,brightening_sev3,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,darkening_sev1,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,darkening_sev1,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,darkening_sev2,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,darkening_sev2,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,darkening_sev3,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,darkening_sev3,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,jpeg_sev1,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,jpeg_sev1,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,jpeg_sev2,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,jpeg_sev2,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,jpeg_sev3,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,jpeg_sev3,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,resize_sev1,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,resize_sev1,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,resize_sev2,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,resize_sev2,explanation_IoU,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,resize_sev3,ES_cos,family_3_stability,,
48.0,0,0.0,,,,,,,,,,not_tested_small_n,resnet50,123,resize_sev3,explanation_IoU,family_3_stability,,
,12,,,,,,,0.03937867153766122,,,,tested,resnet50,123,brightening_sev1,SO_vs_blur,family_4a_loc_faith,-0.2984184147817464,0.27652909740678816
,12,,,,,,,0.5244608575751437,,,,tested,resnet50,123,brightening_sev1,SO_vs_zero,family_4a_loc_faith,0.09414584597486061,0.7866912863627156
,12,,,,,,,0.6495048830225525,,,,tested,resnet50,123,brightening_sev1,SO_vs_mean,family_4a_loc_faith,-0.06729362431690383,0.8350777067432817
,12,,,,,,,0.10207096415396547,,,,tested,resnet50,123,brightening_sev1,IoU_vs_blur,family_4a_loc_faith,-0.23884344527340504,0.3062128924618964
,12,,,,,,,0.32500440330995095,,,,tested,resnet50,123,brightening_sev1,IoU_vs_zero,family_4a_loc_faith,0.14513245309057612,0.7312599074473897
,12,,,,,,,0.8978758270726181,,,,tested,resnet50,123,brightening_sev1,IoU_vs_mean,family_4a_loc_faith,-0.019024853401386384,0.8978758270726181
,12,,,,,,,0.06145091053484181,,,,tested,resnet50,123,brightening_sev1,SM_vs_blur,family_4a_loc_faith,-0.27200104691582133,0.27652909740678816
,12,,,,,,,0.47062461760346613,,,,tested,resnet50,123,brightening_sev1,SM_vs_zero,family_4a_loc_faith,0.10664789249577165,0.7866912863627156
,12,,,,,,,0.8666150136961994,,,,tested,resnet50,123,brightening_sev1,SM_vs_mean,family_4a_loc_faith,-0.02489537959381418,0.8978758270726181
,12,,,,,,,0.03937867153766122,,,,tested,resnet50,123,brightening_sev2,SO_vs_blur,family_4a_loc_faith,-0.2984184147817464,0.27652909740678816
,12,,,,,,,0.5244608575751437,,,,tested,resnet50,123,brightening_sev2,SO_vs_zero,family_4a_loc_faith,0.09414584597486061,0.7866912863627156
,12,,,,,,,0.6495048830225525,,,,tested,resnet50,123,brightening_sev2,SO_vs_mean,family_4a_loc_faith,-0.06729362431690383,0.8350777067432817
,12,,,,,,,0.10207096415396547,,,,tested,resnet50,123,brightening_sev2,IoU_vs_blur,family_4a_loc_faith,-0.23884344527340504,0.3062128924618964
